Date,aqi,co,dew,humidity,no2,o3,pm10,pm25,pressure,so2,temperature,wind gust,wind speed,wind-gust,wind-speed
15/10/2020,14.0,3.0,19.5,80.5,5.5,,8.0,25.0,1010.5,6.0,23.0,,,,3.6
15/11/2020,87.0,3.0,18.0,93.0,8.7,6.0,25.0,69.0,1018.5,1.0,19.0,,,,2.8
15/12/2020,56.0,6.0,9.0,71.0,6.9,2.1,13.0,38.0,1021.5,2.0,14.0,,,,4.8
16/01/2020,,0.3,19.0,78.0,9.6,3.0,43.0,78.0,1014.5,4.0,22.0,,4.3,,
16/01/2021,186.0,0.3,12.5,72.0,17.0,2.0,61.0,153.0,1015.5,7.1,18.0,,,,1.2
16/02/2020,,4.0,,,7.8,7.0,23.0,63.0,,4.0,,,,,
16/03/2020,,0.4,19.0,93.0,13.0,4.0,59.0,143.0,1015.5,6.0,20.0,,1.2,,
16/04/2020,,3.0,20.5,83.0,3.7,9.0,26.0,72.0,1011.0,5.0,23.0,,,,2.8
16/05/2020,,0.2,25.0,79.0,1.9,8.2,29.0,42.0,1004.0,6.0,28.5,,,,4.1
16/06/2020,,0.2,24.5,74.0,6.9,7.0,27.0,34.0,1004.0,1.0,29.0,,,,3.6
16/07/2020,19.0,2.0,24.5,68.0,5.0,11.0,25.0,44.0,1004.0,2.0,31.0,,,,4.1
16/08/2020,43.0,0.2,24.0,85.5,6.0,6.0,23.0,65.0,1005.0,4.0,26.0,,,,2.0
16/09/2020,16.0,0.3,25.0,76.0,6.9,,22.0,34.0,1006.0,5.0,28.5,,,,3.0
16/10/2020,31.0,3.0,19.5,67.0,5.1,,11.0,33.0,1012.5,6.0,25.0,,,10.2,4.3
16/11/2020,100.0,4.0,19.0,94.0,7.4,3.0,23.0,55.0,1016.5,1.0,20.5,,,,1.8
16/12/2020,57.0,6.0,7.0,60.0,5.5,2.9,13.0,36.0,1024.0,2.0,13.0,,,,4.1
17/01/2020,,4.0,12.0,74.5,8.0,3.7,33.0,85.0,1019.0,4.0,16.0,,5.4,,
17/01/2021,119.0,0.2,9.5,58.0,8.3,3.3,45.0,134.0,1026.0,4.0,16.0,,,,2.8
17/02/2020,,0.2,,,11.0,5.7,37.0,91.0,,4.0,,,,,
17/03/2020,,0.3,21.0,94.0,14.2,4.9,28.0,96.0,1015.0,5.0,21.0,,1.8,,
17/04/2020,,0.2,22.0,88.0,1.9,6.5,15.0,36.0,1011.5,4.0,24.0,,,,3.6
17/05/2020,,0.2,23.0,72.0,,11.0,24.0,43.0,1004.0,6.0,28.5,,,,3.8
17/06/2020,,0.2,24.0,66.0,7.0,5.3,32.0,28.0,1002.5,2.0,30.5,,,,3.6
17/07/2020,17.0,0.2,23.5,60.5,5.5,12.0,28.0,29.0,1004.0,2.0,32.0,,,,3.8
17/08/2020,21.0,4.0,24.0,88.0,5.5,2.5,13.0,25.0,1004.0,4.0,26.0,,,,3.8
17/09/2020,18.0,0.3,24.0,72.0,7.4,,26.0,65.0,1005.0,5.0,29.5,,,,2.5
17/10/2020,19.0,3.0,14.0,56.0,6.4,,12.0,23.0,1015.5,7.0,23.0,,,,4.1
17/11/2020,159.0,0.4,21.0,94.0,10.1,3.0,21.0,61.0,1013.0,1.0,24.0,,,,3.3
17/12/2020,57.0,6.0,6.0,64.0,5.1,3.0,17.0,47.0,1023.0,2.0,12.5,,,,3.8
18/01/2020,,5.0,13.5,93.0,7.4,4.0,52.0,127.0,1018.0,3.0,15.0,,3.0,,
18/01/2021,103.0,5.0,3.0,47.0,10.0,5.7,31.0,109.0,1024.5,4.0,14.5,,,,2.0
18/02/2020,,0.2,,,19.0,4.9,55.0,112.0,,8.7,,,,,
18/03/2020,,4.0,17.5,90.5,6.0,3.3,17.0,72.0,1013.5,4.0,18.5,,3.8,,
18/04/2020,,2.0,22.5,83.0,1.4,8.2,14.0,36.0,1010.5,4.0,25.5,,,,3.3
18/05/2020,,0.3,23.0,78.0,,13.0,28.0,45.0,1003.0,6.0,28.5,,,,3.0
18/06/2020,,0.2,24.5,70.0,6.4,5.3,28.0,24.0,1003.0,1.1,30.0,,,,3.8
18/07/2020,15.0,0.1,25.0,60.5,5.5,11.4,28.0,37.0,1004.5,2.0,32.0,,,,3.8
18/08/2020,8.0,0.3,24.0,88.0,6.0,,8.0,19.0,1005.0,4.0,26.0,,,,3.3
18/09/2020,11.0,2.0,20.0,65.0,4.2,,12.0,25.0,1006.0,5.0,27.0,,,,5.1
18/10/2020,55.0,2.0,17.0,60.0,6.0,,15.0,45.0,1015.5,6.0,22.0,,,11.3,2.8
18/11/2020,119.0,2.0,21.0,85.5,7.8,3.0,23.0,59.0,1011.0,1.0,24.0,,,,3.0
18/12/2020,66.0,4.0,6.0,62.0,5.0,3.0,16.0,61.0,1023.5,1.1,13.0,,,,4.1
19/01/2020,,0.2,11.0,76.0,6.4,5.0,31.0,78.0,1020.0,3.0,15.0,,3.3,,
19/01/2021,144.0,0.3,7.5,60.0,18.0,3.0,42.0,126.0,1019.0,4.6,14.5,,,,2.5
19/02/2020,,4.0,,,20.6,3.0,64.0,134.0,,12.7,,,,,
19/03/2020,,3.0,17.0,88.0,5.1,3.0,14.0,61.0,1014.0,4.0,20.0,,1.8,,
19/04/2020,,2.0,23.5,85.5,1.0,10.0,17.0,42.0,1009.0,4.0,25.5,,,,3.3
19/05/2020,,0.3,24.5,80.5,,10.2,39.0,71.0,1003.5,6.0,28.0,,,,2.5
19/06/2020,,0.2,24.0,70.0,7.8,5.3,23.0,30.0,1005.0,1.1,30.0,,,,3.6
19/07/2020,26.0,0.2,25.0,64.0,5.0,9.8,25.0,35.0,1003.0,2.0,32.0,,,,3.8
19/08/2020,39.0,0.3,24.0,83.0,7.4,,22.0,37.0,1005.0,4.0,27.0,,,,2.0
19/09/2020,9.0,2.0,22.0,78.0,5.1,,12.0,27.0,1008.0,5.0,25.0,,,,3.8
19/10/2020,54.0,0.2,14.5,60.0,7.4,,21.0,38.0,1016.0,7.0,22.0,,,,3.6
19/11/2020,155.0,0.3,21.0,78.0,9.0,3.0,27.0,49.0,1011.0,1.0,24.0,,,,2.5
19/12/2020,87.0,5.0,4.0,48.5,7.4,6.5,21.0,68.0,1026.0,3.0,15.0,,,,3.8
20/01/2020,,4.0,12.5,87.0,7.8,4.5,45.0,104.0,1020.0,3.0,14.0,,2.0,,
20/01/2021,171.0,0.4,10.0,71.5,16.5,4.0,54.0,142.0,1017.5,6.1,13.0,,,,2.0
20/02/2020,,0.2,,,15.1,2.1,98.0,194.0,,6.0,,,,,
20/03/2020,,0.3,17.5,78.0,14.0,3.0,50.0,98.0,1013.5,5.0,22.0,,1.2,,
20/04/2020,,2.0,23.5,83.0,1.9,11.0,14.0,74.0,1009.5,5.0,27.0,,,,3.8
20/05/2020,,0.3,25.0,68.0,,11.0,31.0,48.0,1001.0,6.0,31.5,,,,2.8
20/06/2020,40.0,0.1,25.0,68.0,6.0,7.4,28.0,30.0,1005.0,1.1,30.5,,,12.3,3.8
20/07/2020,27.0,2.0,24.0,81.0,6.0,8.2,25.0,42.0,1005.0,2.0,27.5,,,,3.3
20/08/2020,37.0,0.2,24.0,78.0,7.0,,34.0,61.0,1006.5,4.0,28.0,,,,1.8
20/09/2020,6.0,3.0,23.0,83.0,5.0,,23.0,52.0,1009.0,5.0,26.0,,,,1.8
20/10/2020,42.0,0.1,13.5,56.0,8.7,,20.0,33.0,1017.0,8.0,23.0,,,,3.6
20/11/2020,136.0,0.3,21.0,78.0,8.7,3.0,26.0,55.0,1011.0,1.0,25.0,,,,2.8
20/12/2020,94.0,4.0,2.5,44.0,8.7,9.0,26.0,73.0,1026.5,3.0,15.0,,,,3.8
21/01/2020,,0.3,16.0,88.0,12.4,3.3,68.0,159.0,1019.0,4.0,18.5,,1.2,,
21/02/2020,,0.2,,,15.1,2.1,97.0,200.0,,4.0,,,,,
21/03/2020,,4.0,21.0,80.5,9.0,6.1,33.0,72.0,1012.0,4.0,24.0,,2.5,,
21/04/2020,,0.2,24.0,83.0,2.8,9.0,15.0,37.0,1009.0,5.0,26.5,,,,3.6
21/05/2020,,0.3,24.0,62.5,7.8,11.0,47.0,70.0,1000.0,6.0,34.5,,,,2.3
21/06/2020,34.0,0.1,24.0,66.0,6.4,10.6,29.0,33.0,1002.0,1.0,31.5,,,,4.1
21/07/2020,18.0,0.2,24.5,74.5,3.7,6.1,22.0,61.0,1007.0,3.0,29.5,,,,4.1
21/08/2020,41.0,0.3,23.5,78.0,11.0,,21.0,42.0,1008.0,4.0,27.5,,,,2.0
21/09/2020,26.0,0.4,24.0,83.0,6.4,,19.0,68.0,1009.0,5.0,28.0,,,,3.0
21/10/2020,39.0,2.0,13.0,53.0,9.2,,17.0,42.0,1017.5,8.0,23.0,,,,3.3
21/11/2020,114.0,6.0,21.5,83.0,7.0,3.0,17.0,36.0,1011.5,1.0,25.0,,,,3.3
21/12/2020,99.0,5.0,1.0,35.0,11.0,9.0,32.0,92.0,1024.5,3.1,15.5,,,,3.6
22/01/2020,,0.3,19.0,88.0,8.3,4.0,54.0,149.0,1016.0,3.0,19.5,,2.0,,
22/02/2020,,0.5,,,17.0,3.0,80.0,185.0,,5.0,,,,,
22/03/2020,,0.2,22.5,88.0,4.6,11.0,22.0,95.0,1011.5,4.0,25.0,,2.5,,
22/04/2020,,2.0,21.5,88.0,3.7,5.7,10.0,15.0,1010.0,5.0,25.0,,,21.0,3.3
22/05/2020,,0.3,25.0,68.0,6.0,10.0,38.0,69.0,1003.0,6.0,31.0,,,10.8,3.6
22/06/2020,43.0,0.2,24.0,60.5,7.0,7.8,25.0,35.0,1001.0,1.1,32.5,,,9.7,3.0
22/07/2020,19.0,0.2,23.5,62.5,3.7,5.7,21.0,34.0,1007.0,3.0,30.0,,,,4.3
22/08/2020,54.0,0.2,24.0,83.0,7.4,,19.0,42.0,1008.0,4.0,27.0,,,,1.8
22/09/2020,11.0,0.2,25.0,88.0,5.1,,15.0,29.0,1008.0,5.0,27.0,,,,2.3
22/10/2020,73.0,0.2,11.5,44.0,13.0,,34.0,65.0,1014.0,8.0,24.0,,,,1.8
22/11/2020,140.0,5.0,21.0,78.0,9.6,3.0,24.0,48.0,1014.5,1.0,25.0,,,,2.8
22/12/2020,154.0,8.0,6.5,42.0,17.0,3.0,52.0,120.0,1020.5,3.1,19.0,,,,1.8
23/01/2020,,0.2,20.0,85.5,6.0,5.0,31.0,78.0,1014.0,2.0,23.0,,3.8,,
23/02/2020,,0.5,,,19.0,3.0,76.0,172.0,,4.6,,,,,
23/03/2020,,0.3,22.0,88.0,6.9,12.0,28.0,64.0,1012.0,4.0,24.0,,2.5,,
23/04/2020,,0.1,18.0,82.0,1.9,7.0,7.0,16.0,1015.5,5.0,20.5,,,12.8,4.3
23/05/2020,,0.3,24.5,83.0,4.6,9.8,27.0,61.0,1006.0,6.0,27.5,,,8.2,1.8
23/06/2020,25.0,0.2,24.0,57.5,11.0,8.6,32.0,35.0,1003.0,1.1,31.5,,,,3.0
23/07/2020,26.0,2.0,24.0,68.0,,5.0,20.0,31.0,1007.0,3.0,30.5,,,,3.6
23/08/2020,33.0,4.0,24.0,74.0,6.0,,20.0,61.0,1006.0,4.0,29.5,,,,2.0
23/09/2020,13.0,0.4,24.5,85.5,5.5,,20.0,40.0,1008.0,5.0,27.0,,,,2.0
23/10/2020,82.0,3.0,13.0,56.5,15.0,,56.0,94.0,1014.0,6.6,22.5,,,,1.2
23/11/2020,115.0,6.0,20.5,73.0,11.5,3.0,29.0,61.0,1017.0,1.6,25.0,,,,2.3
23/12/2020,155.0,10.0,10.0,55.0,20.6,2.0,45.0,137.0,1017.0,5.6,18.0,,,,2.3
24/01/2020,,0.1,20.5,91.0,3.7,5.3,23.0,51.0,1013.5,2.0,22.0,,3.3,,
24/02/2020,,4.0,,,15.1,5.0,52.0,114.0,,4.0,,8.7,,,
24/03/2020,,0.2,21.0,83.0,4.2,12.0,19.0,46.0,1011.5,4.0,24.5,,3.0,,
24/04/2020,,2.0,14.5,85.0,1.9,7.0,6.0,17.0,1020.0,6.0,17.0,,,,2.5
24/05/2020,,0.2,24.5,76.5,4.0,9.8,39.0,72.0,1006.0,6.0,29.0,,,,2.8
24/06/2020,32.0,0.3,22.5,55.0,11.0,6.1,35.0,33.0,1002.0,2.0,33.0,,,,2.5
24/07/2020,20.0,0.2,24.0,66.0,,6.0,25.0,48.0,1007.5,3.0,31.0,,,,3.3
24/08/2020,29.0,3.0,25.0,70.0,6.0,,21.0,36.0,1004.5,4.0,29.0,,,10.8,2.0
24/09/2020,15.0,2.0,22.0,80.5,5.5,,9.0,25.0,1011.0,6.0,26.0,,,,2.3
24/10/2020,120.0,0.4,13.5,66.0,17.0,,57.0,109.0,1014.0,9.0,21.0,,,,1.5
24/11/2020,158.0,8.0,19.5,73.0,14.7,3.0,33.0,56.0,1017.5,1.6,24.0,,,,2.8
24/12/2020,123.0,8.0,10.0,55.5,16.0,5.3,36.0,108.0,1018.0,3.0,18.5,,,,2.0
25/01/2020,,3.0,12.0,84.5,3.2,10.0,11.0,59.0,1013.0,2.0,17.0,,4.1,,
25/02/2020,,0.2,17.5,78.0,12.8,3.0,47.0,124.0,1017.0,4.0,22.0,,2.5,,
25/03/2020,,2.0,22.0,83.0,4.6,12.0,17.0,33.0,1010.0,4.0,25.0,,3.3,,
25/04/2020,,0.1,14.5,82.0,2.0,8.0,11.0,22.0,1020.0,6.0,19.0,,,,1.8
25/05/2020,,0.3,25.0,70.0,3.0,12.0,28.0,48.0,1006.0,6.0,30.0,,,12.8,2.8
25/06/2020,93.0,0.3,25.5,79.0,10.6,8.0,51.0,76.0,1001.0,1.6,30.0,,,,2.8
25/07/2020,19.0,5.0,25.0,68.0,,7.0,26.0,74.0,1006.0,3.0,31.5,,,,3.8
25/08/2020,17.0,0.2,24.0,72.0,6.0,,21.0,39.0,1003.0,4.0,29.0,,,,2.5
25/09/2020,20.0,0.3,23.5,76.0,7.4,,25.0,64.0,1008.0,5.0,28.0,,,,3.6
25/10/2020,95.0,0.1,16.0,68.5,11.9,,50.0,102.0,1014.0,8.0,22.0,,,,2.0
25/11/2020,155.0,7.0,19.5,73.0,18.0,3.0,33.0,91.0,1017.0,2.0,24.0,,,,2.0
25/12/2020,165.0,12.0,12.0,63.0,19.7,2.0,52.0,146.0,1017.0,5.6,18.5,,,,2.0
26/01/2020,,4.0,8.5,63.0,5.0,7.8,16.0,38.0,1018.0,3.0,16.0,,3.0,,
26/02/2020,,0.3,18.0,73.0,17.0,2.5,41.0,117.0,1017.0,4.0,22.0,,2.5,,
26/03/2020,,0.1,23.0,83.0,3.0,13.0,12.0,70.0,1009.0,4.0,26.0,,4.6,,
26/04/2020,,3.0,16.0,82.0,2.0,7.0,10.0,21.0,1020.0,6.0,19.0,,,,2.5
26/05/2020,,0.2,22.0,69.0,2.0,9.0,20.0,59.0,1007.5,7.0,27.5,,,9.2,3.8
26/06/2020,39.0,0.3,23.5,59.0,6.9,7.8,26.0,40.0,1001.5,1.1,31.0,,,11.3,3.8
26/07/2020,19.0,2.0,23.5,79.0,,6.5,18.0,29.0,1005.0,3.0,29.0,,,13.8,3.6
26/08/2020,59.0,0.2,24.0,72.0,7.4,,24.0,59.0,1002.0,4.0,30.5,,,,1.8
26/09/2020,12.0,0.2,24.5,81.0,6.0,,16.0,31.0,1006.5,5.0,28.0,,,,3.3
26/10/2020,124.0,3.0,18.0,73.0,11.0,,30.0,81.0,1014.0,7.0,22.5,,,,1.8
26/11/2020,131.0,7.0,19.5,69.0,18.0,2.9,33.0,83.0,1017.5,1.6,24.5,,,,2.0
26/12/2020,178.0,12.0,14.0,70.0,18.0,2.0,49.0,110.0,1016.0,4.1,19.5,,,,1.8
27/01/2020,,4.0,7.5,62.0,5.0,6.5,21.0,57.0,1017.0,3.0,15.0,,2.8,,
27/02/2020,,4.0,17.5,72.5,16.0,3.0,41.0,81.0,1016.5,4.0,23.5,,2.3,,
27/03/2020,,0.2,23.0,80.5,3.0,11.0,20.0,45.0,1009.0,4.0,26.0,,3.8,,
27/04/2020,,3.0,16.0,66.0,2.3,9.0,11.0,33.0,1018.5,6.0,23.5,,,,2.3
27/05/2020,,0.2,22.0,83.0,4.0,9.0,25.0,56.0,1010.5,6.0,26.0,,,,2.5
27/06/2020,28.0,1.0,23.5,62.5,7.8,9.0,28.0,27.0,1003.0,1.1,31.5,,,,4.6
27/07/2020,26.0,0.3,24.0,76.0,,5.7,45.0,63.0,1004.0,3.1,28.0,,,,2.0
27/08/2020,92.0,0.2,25.0,70.0,9.0,,39.0,81.0,1000.5,4.0,31.0,,,,2.3
27/09/2020,8.0,0.2,22.0,78.5,4.0,,13.0,28.0,1008.0,5.0,26.0,,,,2.5
27/10/2020,159.0,0.3,21.0,78.0,13.0,,35.0,86.0,1012.5,7.0,25.0,,,,2.0
27/11/2020,155.0,7.0,17.0,68.0,16.5,4.0,32.0,95.0,1019.5,2.1,23.0,,,,3.8
27/12/2020,195.0,12.0,17.5,88.0,12.0,2.0,51.0,116.0,1014.0,3.0,20.0,,,,1.8
28/01/2020,,4.0,7.5,62.0,5.5,7.0,37.0,80.0,1018.0,3.0,15.0,,3.0,,
28/02/2020,,2.0,18.0,73.0,11.0,3.7,36.0,68.0,1015.0,4.0,23.0,,3.3,,
28/03/2020,,0.2,21.5,83.0,3.0,12.0,21.0,89.0,1010.0,4.0,25.0,,4.3,,
28/04/2020,,0.2,17.0,61.0,7.8,11.8,51.0,109.0,1016.5,9.0,25.0,,,,1.5
28/05/2020,,0.3,22.5,74.0,5.5,9.0,48.0,81.0,1010.0,7.0,28.0,,,,1.5
28/06/2020,48.0,1.0,24.5,66.0,6.9,10.2,27.0,31.0,1004.0,1.1,31.0,,,7.7,4.1
28/07/2020,72.0,0.2,24.0,78.0,,7.0,54.0,111.0,1005.5,3.0,28.0,,,,2.0
28/08/2020,32.0,3.0,26.0,79.0,9.0,,32.0,49.0,1001.0,4.0,30.0,,,,2.8
28/09/2020,11.0,0.3,23.0,78.0,8.0,,19.0,46.0,1008.5,5.0,27.0,,,,2.0
28/10/2020,159.0,0.2,20.0,65.0,9.0,,37.0,85.0,1012.0,7.0,26.0,,,,3.3
28/11/2020,98.0,5.0,13.5,60.0,8.3,4.0,25.0,60.0,1022.0,2.0,19.0,,,,4.3
28/12/2020,160.0,11.0,19.0,88.0,9.6,2.0,26.0,75.0,1012.0,2.0,21.0,,,,3.3
29/01/2020,,4.0,7.0,62.0,4.6,6.5,45.0,122.0,1022.0,3.0,14.0,,2.5,,
29/02/2020,,0.2,19.5,80.5,9.6,6.0,34.0,89.0,1013.0,3.0,23.0,,3.6,,
29/03/2020,,0.1,22.0,88.0,1.0,11.0,14.0,87.0,1008.0,4.0,25.0,,4.3,,
29/04/2020,,0.2,19.0,69.0,6.0,11.4,66.0,134.0,1015.0,7.1,25.0,,,,2.0
29/05/2020,,0.3,24.0,74.0,5.5,7.8,33.0,57.0,1007.0,6.0,28.5,,,,3.0
29/06/2020,44.0,0.3,25.0,68.0,10.1,7.8,33.0,37.0,1003.0,1.1,31.5,,,,4.1
29/07/2020,70.0,0.3,24.0,70.0,,6.1,43.0,85.0,1006.0,3.0,29.0,,,,2.0
29/08/2020,67.0,3.0,25.0,72.0,8.3,,26.0,47.0,1003.0,4.0,30.5,,,,2.5
29/09/2020,19.0,0.3,24.0,76.0,9.0,,28.0,71.0,1007.5,6.0,28.5,,,,2.3
29/10/2020,87.0,2.0,17.0,73.0,7.4,,25.0,63.0,1014.5,7.0,22.5,,,11.8,4.6
29/11/2020,66.0,4.0,8.0,52.0,8.0,6.0,16.0,60.0,1023.0,2.0,19.0,,,,3.0
29/12/2020,96.0,8.0,19.0,76.0,11.0,2.5,16.0,58.0,1013.0,2.0,21.5,,,,2.8
30/01/2020,,6.0,8.5,67.0,7.0,6.1,64.0,151.0,1022.0,3.0,14.0,,1.5,,
30/03/2020,,0.1,17.0,88.0,2.8,4.9,16.0,50.0,1009.0,5.0,19.5,,4.3,,4.3
30/04/2020,,3.0,20.5,76.0,3.0,9.0,49.0,75.0,1014.0,6.0,25.0,,,,2.5
30/05/2020,,0.2,24.0,72.0,6.0,9.0,28.0,61.0,1007.0,6.0,29.5,,,,2.3
30/06/2020,61.0,0.2,25.0,66.0,11.0,12.6,33.0,38.0,1002.0,1.1,31.0,,,,3.3
30/07/2020,54.0,0.3,24.0,66.0,5.0,6.1,33.0,82.0,1005.0,3.0,31.0,,,,2.3
30/08/2020,62.0,0.2,25.0,70.0,9.2,,31.0,56.0,1005.0,4.6,31.0,,,,2.0
30/09/2020,,0.4,24.0,74.0,6.4,,23.0,42.0,1005.5,6.0,29.5,,,,2.3
30/10/2020,59.0,0.2,20.0,94.0,7.8,,14.0,34.0,1018.0,7.0,21.0,,,,2.0
30/11/2020,,5.0,8.0,47.0,13.0,7.4,28.0,62.0,1023.0,3.0,20.0,,,,2.8
30/12/2019,185.0,0.4,,,14.2,4.0,70.0,154.0,,4.0,,,,,
30/12/2020,56.0,7.0,3.0,38.0,10.6,5.3,24.0,68.0,1023.5,3.0,18.0,,,12.3,4.8
31/01/2020,,0.2,9.0,65.0,17.0,4.1,63.0,138.0,1020.0,4.0,17.0,8.2,2.3,,
31/03/2020,,3.0,15.0,82.0,2.0,4.0,18.0,68.0,1012.0,5.0,18.0,,3.3,,3.3
31/05/2020,,0.2,25.0,70.0,4.0,8.6,35.0,72.0,1007.5,6.0,30.5,,,,2.3
31/07/2020,69.0,0.3,25.0,76.5,10.0,6.5,37.0,63.0,1004.0,3.0,29.0,,,,1.8
31/08/2020,59.0,0.3,24.0,76.0,9.0,,32.0,55.0,1006.5,4.1,29.0,,,,2.3
31/10/2020,70.0,4.0,19.5,83.0,9.2,,19.0,55.0,1018.0,8.0,22.0,,,,2.0
31/12/2019,194.0,0.3,,,12.4,4.0,75.0,152.0,,4.0,,,,,
31/12/2020,81.0,8.0,2.0,38.0,14.2,5.7,28.0,93.0,1026.0,4.6,14.0,,,,2.8
